revendedores,-2
reverenciado,2
revive,2
rezagado,-2
rezar,1
rico,2
ridiculiza,-2
ridiculizado,-2
ridiculizar,-2
ridiculo,-3
riesgo,-2
riesgos,-2
rigurosamente,3
riguroso,3
riqueza,3
risa,1
risas,1
robado,-2
robar,-2
robaron,-5
robing,-2
robos,-2
robs,-2
robusto,2
rofl,4
roflcopter,4
roflmao,4
romance,2
rompio,-1
rotfl,4
rotflmfao,4
rotflol,4
roto,-3
roto,-1
rudo,-3
ruidoso,-1
ruina,-2
ruptura,-2
saboreando,2
sabotaje,-2
sabroso,3
saliente,1
saluda,1
saludable,2
saludado,1
saludar,1
saludo,1
saludos,2
salvado,2
salvador,4
de,4
la,4
vida,4
salvar,2
sangriento,-3
sarcastico,-2
satisfecho,3
satisfecho,2
savia,-1
se,-2
ahoga,-2
se,-1
avecina,-1
se,1
compromete,1
degrada,-2
esconde,-1
extiende,1
excelente,3
exelentes,3
exelente,3
queja,-2
rio,1
secuestrado,-2
secuestro,-2
secuestros,-2
secundario,1
sedicion,-2
sedicioso,-2
seducir,-1
seguidor,1
seguro,1
seguro,2
si,2
mismo,2
sensacion,1
sensible,2
sentencia,-2
sentido,3
separado,-1
sereno,2
serio,2
servicial,2
sexy,3
shamed,-2
si,1
significado,1
significativo,2
significativo,1
silenciamiento,-1
simpatia,2
simpatico,2
simplificada,-2
simplificar,-2
demasiado,-2
acreditar,-1
dientes,-2
esperanza,-2
garantia,-2
igual,2
inteligencia,-2
par,1
peligro,1
sentido,-2
tacha,2
valor,-2
sincera,2
sinceramente,2
sinceridad,2
sincero,2
singleminded,-2
slickest,2
smiled,2
snubbing,-2
soborno,-3
sobrecarga,-1
sobrecargar,-2
sobrereacciona,-2
sobrereaccionar,-2
sobrerreaccion,-2
sobresimplifica,-2
sobresimplificacion,-2
sobreviviente,2
sobrevivio,2
socava,-2
socavar,-2
sofisticado,2
sofocado,-1
sol,2
solemne,-1
solidaridad,2
solido,2
solitario,-2
solo,-2
soltar,-1
solucion,1
soluciones,1
sombrio,-2
sonreir,2
sonriente,2
sonrisas,2
soportado,2
soportes,2
sorprende,2
sorprendido,-2
sosegado,2
sospecha,-1
sospechando,-1
sospechar,-1
sospechosos,-1
spammer,-3
spammers,-3
squelched,-1
subestimaciones,-1
subestimado,-1
subestimar,-1
subsidios,1
subversivo,-2
suciedad,-2
sucio,-2
suelto,-3
sueno,1
suenos,1
suficiente,-2
sufre,-2
sufrimiento,-2
sufrir,-2
suicida,-2
suicidio,-2
super,3
superar,2
suspender,-1
suspendido,-1
suspicaz,-2
suspiro,-2
sustancial,1
sustancialmente,1
susto,-2
tacano,-2
tapas,2
tard,-2
tedio,-2
telar,-1
telares,-1
temblante,-2
temblor,-2
tembloroso,-2
temerario,2
temerario,-2
temeroso,-2
temible,-2
temido,-2
temiendo,-2
temperamental,-1
tension,-1
tenso,-2
tergiversacion,-2
terrible,-3
terriblemente,-3
terror,-3
tesoro,2
tesoros,2
tetas,-2
tiempo,-2
timido,-2
timido,-1
timorato,-2
tipo,2
tolerante,2
toma,-2
posesion,-2
tonto,-3
tonto,-2
tonto,-1
tontos,-2
torpe,-2
tortura,-4
torturado,-4
torturas,-4
totalitario,-2
totalitarismo,-2
tragedia,-2
tragico,-2
tragona,-5
traicion,-3
traiciona,-3
traicionado,-3
traicionar,-3
traicionero,-3
tramado,-2
trampa,-1
tramposo,-3
tramposos,-3
tranquilidad,2
tranquiliza,1
tranquilizado,1
tranquilizador,2
tranquilizar,1
tranquilo,2
trapacero,-3
trastornado,-2
trastornador,-2
trastorno,-2
trastornos,-2
trauma,-3
traumatico,-3
travesura,-1
treasonous,-3
tremulo,-2
triste,-2
tristemente,-2
triunfante,4
triunfo,4
tugurio,-1
tumba,-2
tumor,-2
tunica,-2
una,3
vez,3
en,3
la,3
vida,3
unido,1
unificada,1
unirse,1
unresearched,-2
urgente,-1
util,2
utilidad,2
vacilante,-2
vacilante,-1
vacilar,-2
vacio,-1
vago,-2
valida,1
validado,1
validar,1
valiente,2
valientemente,2
valor,2
vano,-2
variar,-3
variado,1
vejacion,-2
vencido,-2
veneno,-2
venenos,-2
venganza,-2
vengativo,-2
ventaja,2
ventajas,2
ventilador,3
veredicto,-1
veredictos,-1
vergonzoso,-2
verguenza,-2
vestibulo,-2
vibrante,3
vicioso,-2
victima,-2
victima,-3
victimas,-3
mortales,-3
victimiza,-3
victimizadora,-3
victimizar,-3
victorias,4
victorioso,4
vigilante,3
vil,-3
vindicado,2
vindicar,2
viola,-2
violacion,-4
violado,-2
violador,-4
violar,-2
violencia,-3
violento,-3
virtuoso,2
virulento,-2
vision,1
visionario,3
visiones,1
vitalidad,3
vitamina,1
vitriolico,-3
viudo,-1
viva,1
vivaz,3
vociferante,-1
vulnerabilidad,-2
vulnerable,-2
winwin,3
won,3
woohoo,3
wooo,4
woow,4
wowow,4
wowww,4
wtf,-4
yeees,2
